0x15 idtype
0x2ae5 ai_goal_create_title
0x2ae6 ai_goal_construct_holding
0x2ae7 ai_energy
0x2ae8 ai_boldness
0x2ae9 ai_vengefulness
0x2aec ai_goal_decision
0x2aef ai_priority
0x2afd defines_reloaded
0x2afe scheme_skill
0x2aff updownframedbuttongfx
0x2b00 down
0x2b01 ai_values
0x2b02 military
0x2b03 realm
0x2b05 character_selection_list
0x2b06 portrait_editor
0x2b07 court
0x2b0a focus_on_combat
0x2b0c next_player_event_id
0x2b0f allowed_for_character
0x2b10 neighbor
0x2b11 personal
0x2b12 on_victory
0x2b13 on_white_peace
0x2b14 on_defeat
0x2b15 allowed_against_character
0x2b16 valid_to_start
0x2b18 target_titles
0x2b19 target_title_tier
0x2b1a war_name
0x2b1b truce_days
0x2b1f ai_value
0x2b21 invalidate
0x2b24 on_declaration
0x2b25 cost
0x2b26 prestige
0x2b27 piety
0x2b28 sects
0x2b29 religions
0x2b2a sect
0x2b31 commander
0x2b32 war_score
0x2b33 attacker_won
0x2b34 attacker_initiated
0x2b35 last_action
0x2b36 score
0x2b37 ticking_war_score
0x2b38 controls_all
0x2b39 previous_participants
0x2b3b battle_results
0x2b3c targeted_titles
0x2b3d active_wars
0x2b3e wars
0x2b3f war
0x2b41 cb
0x2b43 end_war_attacker_victory_interaction
0x2b44 end_war_white_peace_interaction
0x2b45 end_war_attacker_defeat_interaction
0x2b46 white_peace
0x2b47 end_war
0x2b48 show_answer_notification
0x2b4a change_title_holder
0x2b4c title_and_vassal_change
0x2b4d change_title_holder_include_vassals
0x2b4e change
0x2b4f update_map_mode
0x2b52 truce_0
0x2b53 truce_1
0x2b57 update_queue
0x2b58 theme
0x2b59 left_portrait
0x2b5a right_portrait
0x2b5b natural_deaths
0x2b5c current_natural_death
0x2b60 gui_window_name
0x2b61 widget_name
0x2b62 natural
0x2b63 natural_death_trigger
0x2b64 reason
0x2b65 currency
0x2b66 accumulated
0x2b67 add_piety
0x2b68 add_prestige
0x2b6b piety_level
0x2b6c prestige_level
0x2b6d monthly_piety
0x2b6e monthly_prestige
0x2b71 is_playable
0x2b73 dread
0x2b77 refresh_bookmark_gui
0x2b85 overlay_texture
0x2b89 relation_type
0x2b8c interface_priority
0x2b8e character_interaction_confirmation
0x2b92 monthly_change
0x2b93 on_setup
0x2b94 on_end
0x2b95 on_owner_death
0x2b96 effect_group
0x2b97 triggered_effect
0x2b98 pay_gold
0x2b99 story_cycle
0x2b9a dates
0x2b9c stories
0x2ba3 ai_value_modifier
0x2ba8 relation
0x2baa find_title
0x2bac ai_compassion
0x2bae disband_army
0x2bb2 reference
0x2bb9 betrothed
0x2bbb break_betrothal
0x2bbf known_bastard
0x2bc0 number_of_children
0x2bc1 arrange_marriage
0x2bcd male_concubines
0x2bce female_concubines
0x2bcf male_spouses
0x2bd0 female_spouses
0x2bd3 concubine
0x2bd4 remove_concubine
0x2bdc secondary_actor
0x2bdd secondary_recipient
0x2bde marriage_interaction
0x2be0 marriage
0x2be2 character_interaction_marriage
0x2be3 break_betrothal_interaction
0x2be4 arrange_marriage_interaction
0x2beb matrilineal
0x2bec can_be_picked
0x2bed on_discover
0x2bf9 child_of_concubine
0x2bfb is_available
0x2bfc on_change_to
0x2bfd on_change_from
0x2c02 focus_type
0x2c0a merge_army
0x2c0b split_half_army
0x2c0c select_unit
0x2c0e on_birthday
0x2c0f add_trait_force_tooltip
0x2c10 garrison
0x2c11 occupant
0x2c12 attacker_modifier
0x2c13 defender_modifier
0x2c14 movement_speed
0x2c15 disease
0x2c16 desertion
0x2c17 stalemate
0x2c25 total_cost
0x2c26 decisions
0x2c27 host
0x2c2d prompt
0x2c2f general_opinion
0x2c30 focus_id
0x2c34 action_history_head
0x2c35 action_history
0x2c36 siege_phase_time
0x2c37 siege_morale_loss
0x2c38 focus
0x2c39 is_good_for
0x2c3a is_bad_for
0x2c3b character_focus
0x2c3c set_character_focus
0x2c3d changes
0x2c3e siege
0x2c3f imprisonment_reason
0x2c40 banish_reason
0x2c41 execute_reason
0x2c42 revoke_title_reason
0x2c43 divorce_reason
0x2c44 disable_non_aggression_pacts
0x2c45 non_aggression_pact
0x2c46 obedient
0x2c47 non_interference
0x2c53 is_default
0x2c54 sieges
0x2c55 breach
0x2c56 starvation
0x2c5d destination
0x2c5e travel_time
0x2c60 previous_valid_location
0x2c62 counters
0x2c64 retreat_forced
0x2c65 retreat_shattered
0x2c66 retreat_pending_forced
0x2c67 fortification
0x2c68 arrival_date
0x2c69 war_overview
0x2c6a use_de_jure_wargoal_only
0x2c6c owner_influence
0x2c70 friend
0x2c71 enemy
0x2c72 threat
0x2c73 de_jure_overlap
0x2c74 cb_target
0x2c75 grant_titles
0x2c76 grant_titles_interaction
0x2c77 character_interaction_grant_titles
0x2c79 prowess
0x2c7b fort_level
0x2c7c character_interaction_menu
0x2c7d common_interaction
0x2c7e cached
0x2c7f army_regiments
0x2c80 advantage_change
0x2c81 combat_effect
0x2c82 advantage
0x2c84 is_raising
0x2c85 days_since_last_action
0x2c87 men_at_arms
0x2c88 effect_history
0x2c89 initial_history
0x2c8a attack_multiplier
0x2c8d combat_width
0x2c8e total_fighting_men
0x2c8f pursue_efficiency
0x2c90 soft_casualties
0x2c91 last
0x2c92 advantage_damage_factor
0x2c94 maneuver
0x2c95 main
0x2c96 initial_men
0x2c97 base_combat_width
0x2c98 prowess_age
0x2c99 total_levy_men
0x2c9b damage
0x2c9c toughness
0x2c9d levy_soft_casualties
0x2c9e maa_soft_casualties
0x2ca1 dummy_female
0x2ca2 dummy_male
0x2ca5 pursuit
0x2ca6 imprisoner
0x2ca7 prison_data
0x2ca8 imprison
0x2ca9 release_from_prison
0x2cb0 stack
0x2cb1 single
0x2cb2 tyranny
0x2cb4 prison
0x2cb5 is_highlighted
0x2cb7 asset
0x2cb9 options_exclusive
0x2cbc localization_values
0x2cbd ransom_interaction
0x2cbf title_view_window
0x2cc0 create_title
0x2cc1 destroy_title
0x2cc2 imprison_type_date
0x2cc5 current_description
0x2cc6 banish
0x2cc7 release_from_prison_interaction
0x2cca highlighted_reason
0x2ccb usurp_title
0x2ccd imprisonment_threshold
0x2cce starting
0x2ccf fighting
0x2cd0 top_liege
0x2cd1 election
0x2cd2 inheritance
0x2cd4 destroyed
0x2cd5 historical
0x2cd6 history
0x2cd7 conquest
0x2cd8 usurped
0x2cd9 granted
0x2ce4 bookmark_date
0x2ce6 living
0x2ce7 dead_prunable
0x2ce8 dead_unprunable
0x2ce9 kill_queue
0x2cea declare_war_interaction
0x2ceb character_interaction_declare_war
0x2cec declare_war
0x2cf0 pause_menu
0x2cf1 load_game
0x2cf3 resign_confirmation
0x2cf4 uphoverframe
0x2cf5 uppressedframe
0x2cf6 downhoverframe
0x2cf7 downpressedframe
0x2cf8 togglepushbuttongfx
0x2cf9 neighbor_land
0x2cfa attacker_ticking_warscore_delay
0x2cfb defender_ticking_warscore_delay
0x2cfc defender_ticking_warscore
0x2cfd attacker_ticking_warscore
0x2cfe attacker_wargoal_percentage
0x2cff defender_wargoal_percentage
0x2d00 baronies
0x2d01 counties
0x2d02 duchies
0x2d03 kingdoms
0x2d04 empires
0x2d05 dejure_counties
0x2d06 dejure_duchies
0x2d07 dejure_kingdoms
0x2d08 dejure_empires
0x2d09 realms
0x2d0a cultures
0x2d0b realm_areas
0x2d10 large_map_names
0x2d11 small_map_names
0x2d12 color_mode
0x2d1b simple_terrain
0x2d1c icon_small
0x2d1d neighbor_water
0x2d1e neighbor_land_or_water
0x2d1f continue
0x2d20 change_liege
0x2d22 monthly_dread
0x2d25 names
0x2d29 target_de_jure_regions_above
0x2d2b retreat_losses
0x2d2d hard_casualty_modifier
0x2d2e enemy_hard_casualty_modifier
0x2d2f attacker_advantage
0x2d30 defender_advantage
0x2d31 no_water_crossing_penalty
0x2d32 enemy_terrain_advantage
0x2d3a looting_speed
0x2d3b hostile_county_attrition
0x2d3e tolerance_advantage_mod
0x2d41 terrain_bonus
0x2d42 buy_cost
0x2d43 maintenance_cost
0x2d44 replacement_cost
0x2d46 player_maa_changed
0x2d47 destroy_maa_regiment
0x2d48 create_maa_regiment
0x2d49 move_maa_regiment
0x2d4a add_maa_to_regiment
0x2d4f set_maa_reinforce
0x2d50 reinforce
0x2d51 ai_wants_to_migrate
0x2d52 random_advantage
0x2d55 appointment
0x2d56 unchanged
0x2d57 order_of_succession
0x2d58 traversal_order
0x2d59 children
0x2d5a gender_law
0x2d5b male_only
0x2d5c male_preference
0x2d5d equal
0x2d5e female_preference
0x2d5f female_only
0x2d60 oldest
0x2d61 youngest
0x2d62 title_division
0x2d63 single_heir
0x2d64 partition
0x2d65 heir
0x2d66 queue
0x2d67 succession
0x2d68 select_commander
0x2d69 detach_commander
0x2d6a supply_limit
0x2d6b supply
0x2d6c last_supply_date
0x2d6d offer_peace
0x2d6e offer_peace_interaction
0x2d6f ignore_effect
0x2d73 own_realm
0x2d74 even_if_dead
0x2d7a pressed
0x2d7b claim
0x2d7c invite_to_scheme_interaction
0x2d7d scheme_modifier
0x2d7f add_commander_trait
0x2d81 reload_building_types
0x2d82 holdings
0x2d83 constructions
0x2d84 next_building
0x2d85 holding_view
0x2d87 primary_building
0x2d88 construction_time
0x2d89 add_construction
0x2d8b cancel_construction
0x2d8d monthly_income
0x2d8e cost_gold
0x2d8f cost_piety
0x2d90 cost_prestige
0x2d91 end_of_combat
0x2d93 initial_levies
0x2d96 inital_soldiers
0x2d97 surviving_soldiers
0x2d9a contribution
0x2d9b interested_characters
0x2d9d de_jure
0x2da1 victory
0x2da2 yearly_income
0x2da4 type_icon
0x2da5 impassable_mountains
0x2da6 river_provinces
0x2da8 fill_in_impassable
0x2dac holding_updated
0x2dad holding_color_updated
0x2daf claimant
0x2db0 strong
0x2db1 last_war_finish_date
0x2db2 cb_name
0x2db3 war_name_base
0x2db4 adj
0x2db5 my_war_name
0x2db6 my_war_name_base
0x2db7 build_speed
0x2db8 build_gold_cost
0x2db9 build_piety_cost
0x2dba build_prestige_cost
0x2dbc timed_modifier
0x2dbd tutorial
0x2dbf voice
0x2dc3 development
0x2dc4 county_development
0x2dc5 change_development_level
0x2dc7 county_manager
0x2dc9 development_level
0x2dca development_growth
0x2dcb development_growth_factor
0x2dcc cached_army_indexes
0x2dcd name_manager
0x2dce monthly_increase
0x2dcf enable_snow
0x2dd0 named_title
0x2dd1 council_window
0x2dd2 valid_position
0x2dd3 valid_character
0x2dd4 on_get_position
0x2dd5 on_lose_position
0x2dd6 on_fired_from_position
0x2dd7 primary_heir
0x2dd9 council_position
0x2ddb swap_council_position
0x2ddc fire_council_position
0x2ddd council
0x2dde monthly_income_mult
0x2ddf monthly_piety_gain_mult
0x2de0 monthly_prestige_gain_mult
0x2de2 dread_baseline_add
0x2de3 can_have_children
0x2de4 player_message
0x2de9 fleet_manager
0x2dea fleet
0x2deb embark_fleet
0x2dec fleets
0x2ded gathered_date
0x2def embarking_army
0x2df1 close_relative_opinion
0x2df2 clergy_opinion
0x2df8 initialized
0x2df9 budget
0x2dfa goals
0x2dfb general
0x2dfc pretender
0x2dfe spouses
0x2dff siblings
0x2e00 parents
0x2e01 close_relatives
0x2e02 subrealm_characters
0x2e03 realm_characters
0x2e05 independent_rulers
0x2e06 ai_score
0x2e07 max_ai_diplo_distance_to_title
0x2e08 task_type
0x2e09 task_type_general
0x2e0a task_type_county
0x2e0b task_type_court
0x2e0c on_start_task
0x2e0d on_finish_task
0x2e0e on_cancel_task
0x2e0f valid_county
0x2e10 on_start_task_county
0x2e11 on_finish_task_county
0x2e12 on_cancel_task_county
0x2e13 task_progress
0x2e14 task_progress_infinite
0x2e15 task_progress_percentage
0x2e16 task_progress_value
0x2e18 council_task_manager
0x2e1b character_interaction_notification
0x2e1c show_effects_in_notification
0x2e1d notification_text
0x2e20 greeting
0x2e21 pay_income
0x2e22 character_interaction_marriage_notification
0x2e23 council_county_task
0x2e25 councillor_modifier
0x2e26 council_owner_modifier
0x2e27 county_modifier
0x2e28 liege_opinion
0x2e29 opinion_of_vassal
0x2e2a default_task
0x2e2b active_council_task
0x2e2c frozen
0x2e2d is_picking_initial_character
0x2e2f check_create_action
0x2e30 important_action_type
0x2e31 important_action_manager
0x2e32 create_important_action
0x2e33 remove_important_action
0x2e34 important_action_item
0x2e3c days_until_auto_start
0x2e40 activity_window
0x2e4b change_council_task
0x2e4c interaction
0x2e4e redirect
0x2e4f important_action_character_changed
0x2e50 current_character
0x2e51 next_character
0x2e52 invitations
0x2e53 accepted
0x2e54 declined
0x2e55 owned_activities
0x2e56 activity_invitations
0x2e59 pause_game_command
0x2e5b show_chance
0x2e5c dismiss_important_action
0x2e5d solo
0x2e5e dynasty_house
0x2e60 dynasty_house_view
0x2e61 founder
0x2e62 found_date
0x2e63 execute_prisoner_interaction
0x2e64 execute_decision
0x2e65 decision
0x2e66 is_enabled
0x2e68 dynasty_name_first
0x2e69 static_dynasties
0x2e6a static_dynasty_houses
0x2e6b head_of_house
0x2e6d decision_detail
0x2e70 character_interaction_revoke_title
0x2e71 revoke_title
0x2e72 revoke_title_interaction
0x2e73 revoked
0x2e74 revoke_title_threshold
0x2e75 ai_strategies
0x2e76 shared_ai
0x2e77 send_name
0x2e78 dread_modified_ai_boldness
0x2e79 dreaded_character
0x2e7a is_powerful_vassal
0x2e7b vassal_power_value
0x2e7c hostile_scheme_phase_duration_add
0x2e7d hostile_scheme_resistance_add
0x2e7e hostile
0x2e80 domain_limit
0x2e81 domain_limit_grace_period
0x2e82 create_character_for_title
0x2e84 war_coordinator
0x2e85 war_plan
0x2e86 importance
0x2e87 last_update
0x2e88 allied_strength
0x2e89 enemy_strength
0x2e8c target_unit
0x2e8e unit_stack
0x2e8f subunit_stack
0x2e90 ai_split_army
0x2e91 max_size
0x2e92 short_task_tick
0x2e93 medium_task_tick
0x2e94 long_task_tick
0x2e95 rare_task_tick
0x2e96 allied_through_0
0x2e97 allied_through_1
0x2e98 broken_alliance
0x2e99 alliances
0x2e9a on_monthly_county
0x2e9c monthly_county_control_growth_add
0x2e9d monthly_county_control_growth_factor
0x2e9e county_control
0x2ea0 county_authority
0x2ea1 crown_authority
0x2ea4 levy_size
0x2ea5 garrison_size
0x2ea6 char
0x2ea7 lt
0x2ea8 act
0x2ea9 sec
0x2eab com
0x2eac combsi
0x2ead tvc
0x2eae story
0x2eaf dyn
0x2eb0 dyn_house
0x2eb1 task_current_value
0x2eb2 task_max_value
0x2eb3 valid_target_court
0x2eb4 on_start_task_court
0x2eb5 on_finish_task_court
0x2eb6 on_cancel_task_court
0x2eb7 on_monthly_court
0x2eba religious_vassal_opinion
0x2ebb diplomacy_scheme_phase_duration
0x2ebc intrigue_scheme_phase_duration
0x2ebd stewardship_scheme_phase_duration
0x2ebe martial_scheme_phase_duration
0x2ebf prowess_scheme_phase_duration
0x2ec0 learning_scheme_phase_duration
0x2ec1 diplomacy_scheme_resistance
0x2ec2 intrigue_scheme_resistance
0x2ec3 stewardship_scheme_resistance
0x2ec4 martial_scheme_resistance
0x2ec5 prowess_scheme_resistance
0x2ec6 learning_scheme_resistance
0x2ec7 scheme_discovery_chance_mult
0x2ec8 domain_tax_mult
0x2ec9 vassal_tax_mult
0x2eca holding_build_speed
0x2ecb holding_build_gold_cost
0x2ecc tax_mult
0x2ecd holding_build_piety_cost
0x2ece holding_build_prestige_cost
0x2ecf restart_on_finish
0x2ed0 is_valid_showing_failures_only
0x2ed2 levy_reinforcement_rate
0x2ed3 income
0x2ed4 county_holding_modifier
0x2ed5 province_modifier
0x2ed6 cumulative
0x2ed7 demand
0x2ed9 ai_join_score
0x2eda ai_create_score
0x2edb fac
0x2ede can_character_join
0x2edf can_character_create
0x2ee0 discontent
0x2ee1 factions
0x2ee2 faction_manager
0x2ee3 update_day
0x2ee4 faction
0x2ee5 discontent_target
0x2ee8 discontent_threshold
0x2ee9 power_threshold
0x2eea ai_demand_chance
0x2eeb pre_combat_men_0
0x2eec pre_combat_men_1
0x2eed title_members
0x2eee on_primary_attacker_death
0x2eef on_primary_defender_death
0x2ef0 character_interaction_call_ally_notification
0x2ef1 call_ally_interaction
0x2ef2 character_interaction_call_ally
0x2ef3 call_ally
0x2ef4 create_cadet_branches
0x2ef6 primary_holding
0x2ef7 government
0x2ef8 men_at_arms_maintenance
0x2ef9 effect_desc
0x2efa potential_county
0x2efc potential_target_court
0x2efd war_with_liege
0x2eff meta_player_tier
0x2f00 negate_health_penalty_add
0x2f01 negate_diplomacy_penalty_add
0x2f02 negate_intrigue_penalty_add
0x2f03 negate_stewardship_penalty_add
0x2f04 negate_martial_penalty_add
0x2f05 negate_prowess_penalty_add
0x2f06 negate_learning_penalty_add
0x2f07 negate_fertility_penalty_add
0x2f08 generate
0x2f09 gender
0x2f0a opposite_gender
0x2f0b after_creation
0x2f0c random_faith_in_religion
0x2f0d random_culture_in_group
0x2f0e random_traits_list
0x2f0f random_faith
0x2f10 random_culture
0x2f11 full_progress
0x2f12 special_council_position
0x2f13 auto_fill
0x2f14 adjective
0x2f15 direct_vassal_opinion
0x2f16 independent_ruler_opinion
0x2f17 laws
0x2f18 factions_window
0x2f19 update_effect
0x2f1a county_join_score
0x2f1b county_create_score
0x2f1c can_county_join
0x2f1d can_county_create
0x2f1e county_power
0x2f1f sent
0x2f20 rejected
0x2f21 highlight_own_realm
0x2f22 succession_event
0x2f23 has_valid_target_showing_failures_only
0x2f24 army_maintenance_mult
0x2f25 income_mult
0x2f26 family
0x2f27 display
0x2f28 feed
0x2f29 toast
0x2f2a no_message
0x2f2b faith
0x2f2c faiths
0x2f2d reserved_male_names
0x2f2e reserved_female_names
0x2f2f sins
0x2f30 virtues
0x2f31 different_faith_opinion
0x2f32 same_opinion_if_same_faith
0x2f33 explicit
0x2f34 required_county_holdings
0x2f35 lessee
0x2f36 valid_holdings
0x2f37 ruler_valid
0x2f38 liege_or_vassal_valid
0x2f39 lease_liege
0x2f3a ruler
0x2f3b barony_valid
0x2f3c rest
0x2f3e hierarchy
0x2f3f ruler_share_min_opinion_from_lessee
0x2f42 candidate
0x2f43 target_candidate
0x2f46 add_claim
0x2f47 on_auto_accept
0x2f48 compatibility
0x2f49 compatibility_modifier
0x2f4a compatibility_target
0x2f4b dynasty_named_realms
0x2f4c good_for_realm_name
0x2f57 character_allow_create
0x2f58 character_allow_join
0x2f59 county_allow_create
0x2f5a county_allow_join
0x2f5b multiple_targeting
0x2f5d leave_faction
0x2f5e join_faction
0x2f5f destroy_faction
0x2f60 create_faction
0x2f61 faction_type
0x2f62 inherit_faction
0x2f63 faction_press_demand
0x2f64 check_attacker_inheritance_validity
0x2f65 check_defender_inheritance_validity
0x2f66 independency
0x2f67 is_prefix
0x2f68 nickname
0x2f69 grant_vassal_interaction
0x2f6a retract_vassal_interaction
0x2f6b grant_vassal
0x2f6c retract_vassal
0x2f6d create_claimant_faction_against_interaction
0x2f6e create_claimant_faction_against
0x2f6f can_character_create_ui
0x2f70 landless
0x2f71 parent_dynasty_house
0x2f72 corresponding
0x2f73 legitimize_bastard
0x2f74 dynasty_head
0x2f75 can_inherit_from_dynasty
0x2f76 fire_on_actions
0x2f77 culture_era
0x2f78 unlock_building
0x2f79 unlock_decision
0x2f7a unlock_casus_belli
0x2f7b unlock_maa
0x2f7c unlock_law
0x2f7d culture_group_civic
0x2f7e culture_group_regional
0x2f7f culture_window
0x2f80 culture_era_data
0x2f81 culture_innovation
0x2f82 culture_group_military
0x2f83 can_progress
0x2f84 spread_marker
0x2f85 culture_marker
0x2f86 realm_capital_moved
0x2f87 realm_capital
0x2f88 set_realm_capital
0x2f89 is_bad
0x2f8a attacker_allies_inherit
0x2f8b defender_allies_inherit
0x2f8c cannot_expose
0x2f8d invalidated
0x2f8e character_interaction_blackmail
0x2f8f blackmail
0x2f90 split_army_for_siege
0x2f91 soldiers_to_stay
0x2f92 culture_manager
0x2f93 culture_template
0x2f94 template_cultures
0x2f96 french
0x2f99 county_opinion_add
0x2f9a local_player_character_changed
0x2f9b selection_tooltip
0x2f9c geographical_region
0x2f9d regions
0x2f9e graphical
0x2f9f graphical_regions
0x2fa0 is_graphical_background
0x2fa1 merge_units
0x2fa2 attackers
0x2fa3 defenders
0x2fa4 character_leaves
0x2fa5 can_character_become_leader
0x2fa8 audio_parameter
0x2fa9 returned
0x2faa can_be_inherited
0x2fac result
0x2fad defeat
0x2fae casus_belli_type
0x2faf called_to_war
0x2fb0 island_region
0x2fb2 debug_ai_war_coordinator_targets
0x2fb4 idle_days
0x2fb5 land
0x2fb6 water
0x2fb7 war_coordinator_db
0x2fb8 war_plan_db
0x2fba war_plans
0x2fbb next_unit_stack_id
0x2fbc next_subunit_stack_id
0x2fbd unit_stack_id
0x2fbe subunit_stack_id
0x2fbf ai_unit_data
0x2fc0 any
0x2fc2 last_raise_levies_date
0x2fc3 enemy_unit_priority
0x2fc4 spent_by
0x2fc5 left_icon
0x2fc6 right_icon
0x2fc8 set_primary_title
0x2fc9 remove_trait_force_tooltip
0x2fca battle
0x2fcb occupation
0x2fcc coat_of_arms_slot
0x2fcd coat_of_arms_mask
0x2fce coa_reloaded
0x2fcf flavor
0x2fd0 goto
0x2fd1 lay_clergy
0x2fd2 theocratic
0x2fd3 base_success_chance
0x2fd4 agent_success_chance
0x2fd5 scheme_success_chance
0x2fd6 use_secrecy
0x2fd7 minimum_progress_chance
0x2fd8 spymaster_speed_per_skill_point
0x2fd9 tier_speed
0x2fda target_spymaster_speed_per_skill_point
0x2fdb use_for_scheme_phase_duration
0x2fdc use_for_scheme_resistance
0x2fdd uses_resistance
0x2fde valid_agent
0x2fdf base_maximum_success
0x2fe0 maximum_secrecy
0x2fe1 original_scope
0x2fe2 minimum_success
0x2fe3 minimum_secrecy
0x2fe4 maximum_progress_chance
0x2fe7 opening
0x2fe8 fill_from_pool
0x2feb pool_character_config
0x2fec male_dominated_law
0x2fed female_dominated_law
0x2fee clergy_must_be_male
0x2ff0 on_pass
0x2ff1 on_revoke
0x2ff2 law
0x2ff3 add_law
0x2ff4 designated_heir
0x2ff5 can_pass
0x2ff6 should_start_with
0x2ff7 combine_into_one
0x2ff8 fellow_vassal_opinion
0x2ff9 ai_only_against_liege
0x2ffa parameters
0x2ffb doctrine
0x2ffc hostility_same_religion
0x2ffd hostility_same_family
0x2ffe hostility_others
0x2fff fervor
0x3000 can_pick
0x3001 faith_creation
0x3004 men_can_have_multiple_spouses
0x3005 men_can_have_consorts
0x3006 women_can_have_multiple_spouses
0x3007 women_can_have_consorts
0x3008 number_of_spouses
0x3009 number_of_consorts
0x300a piety_cost
0x300b adherent
0x300c adherent_plural
0x300d custom_faith_icons
0x300e request_conversion_interaction
0x300f can_have
0x3010 number_of_picks
0x3011 is_allowed_claim_title
0x3012 men_cannot_inherit_claims
0x3013 women_cannot_inherit_claims
0x3014 can_command_troops
0x3015 can_command_troops_now
0x3016 hostility_towards_us_mult
0x3017 surround_map_textures
0x3018 map_modes
0x3019 flatmap_textures
0x301a can_send_despite_rejection
0x301b county_opinion
0x301c domain_tax_same_faith_mult
0x301d domain_tax_different_faith_mult
0x301e levy_reinforcement_rate_same_faith
0x301f levy_reinforcement_rate_different_faith
0x3020 religious_head
0x3021 same_faith
0x3022 same_religion
0x3023 same_family
0x3024 destroy_if_invalid_heir
0x3025 no_automatic_claims
0x3026 always_follows_primary_heir
0x3028 populate_actor_list
0x3029 populate_recipient_list
0x302b needs_recipient_to_open
0x302c opinion_of_same_faith
0x302d opinion_of_different_faith
0x302e holy_site
0x302f actor_domain_titles
0x3030 recipient_domain_titles
0x3031 target_type
0x3032 target_filter
0x3033 secondary_actor_domain_titles
0x3034 secondary_recipient_domain_titles
0x3035 assumed_father
0x3036 faith_conversion
0x3037 minimum_fervor
0x3038 opinion_target
0x3039 ignore_opinion_value_if_same_trait
0x303a check_missing
0x303b uses_agents
0x303c target_character
0x303d opinion_of_female_rulers
0x303e opinion_of_male_rulers
0x303f same_dynasty
0x3040 triggered_opinion
0x3041 divine_marriage_opinion
0x3042 target_title
0x3043 ghw
0x3044 great_holy_wars
0x3045 great_holy_war
0x3046 is_available_on_create
0x3048 defensive_great_holy_wars
0x3049 great_holy_wars_to_kill
0x304a piety_from_long_peace
0x304b can_be_picked_title
0x304c ai_only_against_neighbors
0x304d unreformed
0x3052 war_stance
0x3053 area
0x3054 objectives
0x3055 target_unit_stack_id
0x3056 wargoal_province
0x3057 enemy_unit_province
0x3058 enemy_capital_province
0x3059 enemy_province
0x305a is_organizing
0x305b needs_help
0x305c is_helping
0x305d is_merging
0x305e order_province
0x305f task_province
0x3062 primary_attacker
0x3063 primary_defender
0x3064 wargoal
0x3065 stack_size
0x3066 order_type
0x3067 retreat
0x3068 becomes_independent
0x3069 budget_event
0x306a budget_goals
0x306b budget_development
0x306c budget_men_at_arms
0x306d budget_general
0x306e dominating_terrain
0x306f preferred_regiment_type
0x3071 construct_holding
0x3076 set_county_capital
0x307a armies_to_remove
0x307b armies_raising_fleet
0x307c fleets_to_remove
0x307f ai_allowed_to_marry
0x3080 set_ai_allowed_to_marry
0x3081 mercenary_companies
0x3085 inactive_traits
0x3086 parent_inheritance_sex
0x3087 child_inheritance_sex
0x3088 genetic
0x3089 inherit_from_real_father
0x308a enables_inbred
0x308b inbreeding_chance
0x308c mercenary_company_manager
0x308d court_generate_spouses
0x308e court_generate_commanders
0x3090 hired_troops_view
0x3091 hired_troop_detail_view
0x3092 mercenary_names
0x3093 culture_name
0x3094 culture_group_name
0x3099 portrait_pose
0x309a set_decision_important
0x309b important_decisions
0x309c event_window_widgets
0x309d name_character
0x309e controller
0x309f change_first_name
0x30a1 widgets
0x30a2 holy_orders
0x30a3 holy_order
0x30a4 ho
0x30a5 decision_view_widgets
0x30a6 create_holy_order
0x30a7 strings
0x30a8 lease_out_baronies
0x30a9 holy_order_names
0x30aa faith_name
0x30ab religion_name
0x30ac hire_holy_order
0x30ad holy_order_maa
0x30ae holy_order_fallback
0x30af can_recruit
0x30b0 rulers_should_have_dynasty
0x30b1 use_lifestyle
0x30b2 start_murder_schemes
0x30b3 use_goals
0x30b4 use_decisions
0x30b5 perform_religious_reformation
0x30b6 lease_revoked
0x30b7 leased_out
0x30b8 patronym_prefix_male
0x30b9 patronym_prefix_female
0x30ba patronym_prefix_male_vowel
0x30bb patronym_prefix_female_vowel
0x30bc patronym_suffix_male
0x30bd patronym_suffix_female
0x30be always_use_patronym
0x30bf only_independent
0x30c0 pre
0x30c1 article
0x30cc actor_de_jure_titles
0x30cd secondary_actor_de_jure_titles
0x30ce recipient_de_jure_titles
0x30cf secondary_recipient_de_jure_titles
0x30d0 beneficiary
0x30d1 same_culture_opinion
0x30d2 different_culture_opinion
0x30d3 opinion_of_same_culture
0x30d4 opinion_of_different_culture
0x30d5 prune
0x30d6 prune_queue
0x30d7 was_playable
0x30d8 directed
0x30d9 gui_attacker_faith_might_join
0x30da gui_defender_faith_might_join
0x30db do_ghw_title_handout
0x30dc is_great_holy_war
0x30dd should_invalidate
0x30de take_baronies
0x30df mutually_exclusive_titles
0x30e0 destroy_on_succession
0x30e1 delete_on_destroy
0x30e2 siege_value
0x30e3 siege_tier
0x30e4 screen
0x30e5 maa_upgrade
0x30e6 fights_in_main_phase
0x30e7 sea_sickness
0x30e8 min_combat_roll
0x30e9 max_combat_roll
0x30ea max_attacker_score_from_battles
0x30eb max_defender_score_from_battles
0x30ec attacker_score_from_occupation_scale
0x30ed defender_score_from_occupation_scale
0x30ee attacker_score_from_battles_scale
0x30ef defender_score_from_battles_scale
0x30f0 ticking_war_score_targets_entire_realm
0x30f1 can_be_knight
0x30f2 knights
0x30f3 knight_limit
0x30f4 barony_description
0x30f5 white_peace_possible
0x30f6 can_only_start_via_script
